category,text
Science and Culture,"
كاربرد روباتها در صنايع جهان 
به اوج خودرسيده است 
در 1997 85000 سال دستگاه روبات صنعتي در 
سراسر جهان نصب شد. در اين سال سهم ژاپن از روباتهاي 
جديد از 74 درصد به 50 درصد در جهان كاهش يافت. در اين 
 حال، سرمايه گذاري در روبات در آمريكا و اروپاي غربي ظرف 
1996 1997 سالهاي افزايش يافت. به طور مثال 
سرمايه گذاري در روبات در آمريكا در سال 1997 سه برابر 
سرمايه گذاري در سال 1990 بود. اينها شماري از يافته هاي 
كتاب صنعت روبات جهان 1998 آمار تجزيه و تحليل بازار
 پيش بيني ها، پژوهشهاي موردي و سودآوري سرمايه گذاري در 
روبات است كه مشتركا توسط كميسيون اقتصادي اروپاي 
سازمان ملل متحد و فدراسيون بين المللي صنعت روبات منتشر 
شده است. براساس اين گزارش، سرمايه گذاري در روباتهاي 
صنعتي در 2001 40 سال درصد بيش از سال 1997 خواهد بود. 
به اين ترتيب شمار روباتهاي فعال در ژاپن از 710000 
دستگاه در سال 1997 به حدود 870000 دستگاه در سال 2001 
خواهد رسيد يعني افزايشي برابر با 23 درصد. در همين مدت 
ميزان افزايش روباتها در كشورهايي همچون فرانسه و آمريكا 
بيشتر خواهد بود. البته شايد صرفا ذكر شمار دستگاههاي 
روبات مورد استفاده براي مقايسه پراكندگي كاربرد آنها در 
كشورهاي مختلف معيارگمراه كننده اي باشد. بهتر است از 
نوعي رقم كه نشان دهنده چگالي روبات باشد، استفاده كرده 
 مثلا شمار روباتهاي مورد استفاده به ازاي هر ده هزار 
نفر كارگر شاغل در آن صنعت. در خلال سالهاي 19961993 
چگالي روبات در بسياري از كشورها، افزايش چشمگيري يافت و 
اين در حالي بود كه وضع اشتغال در برخي كشورها دچار ركود 
بود و در برخي كشورها تثبيت در شد حال حاضر، ژاپن از 
بيشترين چگالي روبات برخوردار است. در سال 1997 به ازاي 
هر ده هزار نفر شاغل 227 دستگاه روبات در اين كشور فعال 
 بود. آلمان با 90 دستگاه در مرتبه دوم و سوئد و ايتاليا 
با اندكي بيش از 60 دستگاه در مرتبه هاي بعد قرار داشتند. 
از آنجايي كه معمولا يك روبات كار دو نفر را انجام 
 مي دهد، مي توان استدلال كرد كه مثلا در صنعت خودروسازي 
ژاپن روباتها 20 درصد نيروي كار را تشكيل مي دهند. بهاي 
هر دستگاه روبات در آمريكا، فرانسه، آلمان، ايتاليا و 
انگليس در سال 1991 به حدود 110000 دلار رسيد ولي از آن 
 پس، بهاي روباتهاي صنعتي همچنان رو به كاهش بوده است. با 
معيار قراردادن پول ملي، اين كاهش در آمريكا بين سالهاي 
 1997 1990 تا حدود 21 درصد در آلمان 25 درصد در انگليس 
 درصد 19 در فرانسه 41 درصد و در ايتاليا 5 درصد بودند. 
كاربرد روبات در صنعت خودروسازي كاملا جا افتاده است و 
نقش آن در صنعت الكترونيك رو به گسترش است. پيش بيني 
مي شود در سالهاي آينده كاربرد روبات در صنعت مواد غذايي 
افزايش يابد. دو علت عمده نياز به روبات در صنعت مواد 
 غذايي، ضرورت حفظ معيارهاي بهداشتي و ماهيت تكراري كار 
است. البته كلا علل گسترش كاربرد روباتها متفاوت است و 
هدف از آن، فقط كاهش هزينه ها نيست. كاهش مستمر بهاي 
روبات و افزايش هزينه نيروي كار سبب شده است تا روباتها 
مقرون به صرفه باشند. به علاوه استفاده از روبات باعث 
صرفه جويي در استفاده از مواد اوليه و حداكثر استفاده از 
آن مي شود. ارتقاي كيفيت از علل ديگر افزايش روز افزون 
 روباتهاست. روباتها مي توانند در چهار عرصه ديگر به طور 
گسترده مورد استفاده قرار بگيرند: حمل و نقل پاكسازي،، 
جراحي و كمك به معلولان. پيش بيني مي شود در خلال 10 تا 
 سال 15 آينده سه عامل عمده همچنان باعث گسترش كاربرد 
روباتها در صنايع مختلف شود. نخست بالا رفتن ميانگين سن 
 جمعيت، افزايش كارايي روباتها به نسبت هزينه و توليد 
انبوه روباتها در سطوح گوناگون. 
وحيد رضا نعيمي -خبرنگار همشهري در سازمان ملل -
نيويورك 
"
Science and Culture,"
گزارش كتاب هفته 
اشاره: از برخي از برنامه ها و مراسم مي توان 
استفاده هاي مطلوب و موثر را برد، اگر به ظرفيتهاي نهفته 
در آن توجه كافي مبذول شود. برپايي نمايشگاه بين المللي 
قرآن كريم سبب شده است تا با تدبير و تمشيت مسئولان و 
براي نخستين بار طي هشت دوره گذشته فروشگاهي از آثار 
مرتبط با قرآن و كتابهاي ديني در جنب نمايشگاه قرآن برپا 
شود. پيش از اين و در سالهاي گذشته تنها نمايشگاه 
كتابهاي قرآني برپا بود اما با تقاضاي بسياري از مراجعان 
كه در ديدار از نمايشگاه خواستار كتابهايي بودند كه 
عناوين آنها را در نمايشگاه رويت مي كردند، مسئولين به 
صرافت برپايي نمايشگاه و فروشگاهي در اين زمينه افتادند. 
اين فروشگاه اگرچه تمامي ناشران را در خود جمع نكرده است 
و كاستي هاي فراواني دارد، اما مي تواند گامي مثبت براي 
برپايي نمايشگاه - فروشگاههاي پربارتر در 
سالهاي آتي باشد. 
* نمايش در ايران اثري است از بهرام بيضايي 
نمايشنامه نويس شاخص كشورمان كه نزديك به 25 سال قبل 
منتشر شد. اين اثر عليرغم حجم اندك خود، همچنان به عنوان 
يك منبع مهم در حوزه تحليل تاريخي نمايش ايراني است. 
اين كتاب توسط انتشارات روشنگران به چاپ جديدرسيده است 
اگرچه به نظر مي رسد، اين كار، چنانكه شخص بيضايي در چند 
جا عنوان كرد، نيازمند بازنگري مجددي است. 
* آنها كه با نوشته هاي دكتر جلال ستاري آشنا هستند، وي 
را از جمله چهره هاي شاخص عرصه فرهنگ مي دانند كه در 
زمينه هاي اسطوره و اسطوره شناسي دستي چيره دارد و از 
جمله زبدگان اسطوره شناسي ايران است. اما ستاري علاوه بر 
اين تخصص سالها و از نزديك با كارهاي فرهنگي آشنايي دارد 
و اتفاقا نظرات جالبي درباره وضعيت فرهنگ ابراز داشته 
 است. كتاب بي دولتي فرهنگ تازه ترين اثر ستاري است كه 
به نقد و ارزيابي وضعيت فرهنگي (اداره و مديريت فرهنگ )
در زمان پهلوي مي پردازد. در اين كتاب بحث مفصلي نيز 
درباره روشنفكران آمده است. بي دولتي فرهنگ از سوي نشر 
مركز به چاپ رسيده كه در آينده نزديك قرار است تازه ترين 
اثر دكتر محمدعلي كاتوزيان، با عنوان جامعه و دولت را 
انتشار دهد. 
* انتشار ترجمه فيلمنامه هاي معروف جهان همچنان از سوي 
نشر ني ادامه دارد. 
دو فيلمنامه نور زمستاني اثر اينگمار برگمن با ترجمه 
ايرج كريمي و مزد ترس اثر هانري ژرژ كلوزو و ژروم 
 گرينجي، با ترجمه آرزو فكري ارشاد تازه ترين 
فيلمنامه هايي هستند كه در مجموعه 100 فيلم 100 فيلمنامه 
منتشر شده اند. 
* اكبر رادي از جمله چهره هاي شاخص نمايشنامه نويسي در 
سه دهه اخير است، وي در گفت وگويي طولاني كه ملك ابراهيم 
اميري با وي انجام داده است، بررسي زندگي و آثار خود را 
در معرض ديد اهل فكر و انديشه قرار داده است. اين كتاب 
از سوي انتشارات ويستار به چاپ رسيده است. 
* دكامرون، مجموعه اي از افسانه ها و قصه هاي شاخص 
ايتاليايي است كه بوكاچيو آن را گردآورده بود. اين اثر 
كه از جمله آثار شاخص ادبيات غرب به شمار مي رود، از سوي 
انتشارات مازيار و با ترجمه مرحوم محمد قاضي منتشر شده 
است. 
* در هفته جاري دو كتاب همزمان از نوشته هاي مارگريت 
دوراس روانه بازار نشر شده است. كتاب نخست بحرمكتوب 
نام دارد كه قاسم روبين آن را ترجمه و انتشارات نيلوفر 
به دست چاپش سپرده است و كتاب دوم جبل الطارق است كه 
پرويز شهدي آن را ترجمه و انتشارات ققنوس به چاپش سپرده 
است. 
* رويين پاكباز در حوزه هنرهاي تجسمي نام معتبري است. 
كتاب دايره المعارف هنر وي كه سال گذشته از سوي انتشارات 
فرهنگ معاصر روانه بازار شد، از جمله آثار برگزيده سال 
قبل شناخته شد كه آوازه آن حتي تا غرب هم رفت پاكباز، 
به تازگي كتاب نقاشي ايران از ديرباز تا امروز را از 
سوي نشر نارستان روانه بازار نشر ساخته است. 
* در نهايت آنكه نشر چشمه همزمان با چاپ چهارم رمان 
نيمه غايب نوشته، حسين سناپور، كتابهاي از زخم قلب 
مجموعه اشعاري از شاملو به انتخاب ع پاشايي، سه دفتر شعر 
فريدون مشيري و تا دام آخر (مجموعه گفت وگو و مقالات 
مرحوم محمدجعفر پوينده ) را روانه بازار نشر ساخته است. 
"
Science and Culture,"
 ناشر 450 خارجي در نمايشگاه كتاب تهران 
شركت مي كنند 
گروه علمي فرهنگي ناشر 300 كتابهاي لاتين از كشورهايي 
چون انگلستان، آلمان، هلند، اسپانيا، تركيه، اوكراين، 
 سوئيس كانادا فرانسه پاكستان و ايتاليا و 150 ناشر از 
كشورهاي عربي مانند لبنان، مصر و سوريه در بخش ناشران 
خارجي چهاردهمين نمايشگاه بين المللي كتاب تهران شركت 
مي كنند. امسال ناشران آمريكايي از طريق ناشران كشور 
انگليس در چهاردهمين نمايشگاه بين المللي كتاب تهران 
شركت كرده اند. گفتني است چهاردهمين نمايشگاه بين المللي 
كتاب تهران از 18 تا 28 ارديبهشت ماه سال جاري برگزار 
مي شود و طي آن برنامه هاي جنبي مختلفي چون برگزاري بيش 
از سي نشست نقد و بررسي كتاب در سراي اهل قلم و نمايشگاه 
امام حسين ( ع ) به، اجرا گذاشته مي شود. 
"
Science and Culture,"
نيمه اول مردادمرحله كشوري 
مسابقه هاي آزمايشگاهي شيمي 
دانش آموزان سراسر كشور برگزار مي شود 
.سرويس علمي فرهنگي: مرحله كشوري اولين دوره مسابقات آزمايشگاهي 
( شيمي ) با حضور نفرات برتر استانها از 12 تا 15 مرداد ماه جاري در 
استان فارس برگزار مي شود. 
به گزارش روابط عمومي وزارت آموزش و پرورش مسابقات مذكور در چهار 
 مرحله آموزشگاهي، منطقه اي، استاني، وكشوري برپا مي شود كه در 
مرحله سوم از هر استان، سه نفر به عنوان نفرات برتر به مرحله كشوري 
راه يافته اند. 
"
Science and Culture,"
احداث مجتمع بزرگ آموزشي دكتر آزاد توسط 
يك خير ايراني مقيم آلمان 
اين مجتمع آموزشي در چهار طبقه احداث شده و داراي امكاناتي نظير 
 كتابخانه، كارگاه، آزمايشگاه، سالنهاي اجتماعات و نمازخانه است. 
با صرف هزينه اي بالغ بر 2 ميليارد ريال توسط يك ايراني خير مقيم 
آلمان مجتمع بزرگ آموزشي مرحوم دكترايوب آزاد حسيني در منطقه 5 
آموزش و پرورش تهران احداث شد و به بهره برداري رسيد. 
به گزارش خبرنگار ما، اين مجتمع آموزشي در چهار طبقه احداث شده و 
داراي امكاناتي نظير كتابخانه، آزمايشگاه، كارگاه، سالنهاي اجتماعات 
و نمازخانه است. آقاي صادقي، فرد خيري كه هزينه ساخت و ساز اين 
مجتمع آموزشي را تامين كرده است، تاكنون چند آموزشگاه ديگررا در سطح 
منطقه 5 آموزش و پرورش شهر تهران كه ازجمله مناطق پرجمعيت و با فضاي 
آموزشي محدود احداث است، كرده است. 
گفتني است اين فرد خير، مجتمع آموزشي دكتر آزاد رابه نيت ايجاد 
فضاي آموزشي مناسب براي دانش آموزان سه مدرسه دخترانه، كه به دليل 
كمبود فضاي آموزشي دريك ساختمان كوچك و با امكانات محدود تحصيل 
 مي كردند، بنا نهاده است. اين مجتمع آموزشي طي مراسمي با حضور 
مسئولان آموزش وپرورش، چند تن از اعضاي خانواده مرحوم دكتر آزاد و 
آقاي صادقي، افتتاح شد. 
"
Science and Culture,"
برگزاري همايش علمي تمدن و 
دولت سامانيان در پايتخت 
تاجيكستان 
سرويس علمي فرهنگي: همايش علمي تمدن و دولت سامانيان كه 
با همكاري سفارت جمهوري اسلامي ايران در تاجيكستان و بنياد 
فرهنگ اين كشور برپا شده بود، پايان يافت. 
در اين همايش دو روزه هيجده مقاله علمي و تحقيقاتي در 
مورد نقش تمدن و دولت سامانيان در ايران زمين و آسياي 
ميانه از سوي انديشمندان تاجيك و ايراني ارائه شد. سيماي 
اسماعيل ساماني، نقش زن در دولت سامانيان، سامانيان و 
تمدن بشري، پيدايش ادبيات فارسي و زبان تاجيك، فارسي و 
مقدسات سامانيان اسلامي، و تشكل ملت تاجيك از جمله مهمترين 
مقالات ارائه شده در اين همايش بود. 
در اين مقالات از هويت ملي و دستورات اسلامي به عنوان دو 
پايه دولت سامانيان ياد شد. 
سفير جمهوري اسلامي ايران در تاجيكستان در جلسه افتتاحيه 
اين همايش از عدم صدور رواديد ورود به تاجيكستان براي 
شركت چهار انديشمند ايراني در اين همايش توسط سفارتخانه 
تاجيكستان در تهران، گلايه كرد. 
"
Science and Culture,"
احمد مسجد جامعي در پيامي به همايش نكوداشت 
استاد حسين لاهوتي: شاعران متعهد در ساحت 
پيامبر اسلام ( ص ) هستند 
گروه علمي فرهنگي: قائم مقام وزير فرهنگ و ارشاد اسلامي 
گفت: شاعران متعهد در ساحتي قرار دارند كه گويي در 
پيشگاه رسول گرامي خدا هستند. 
احمد مسجد جامعي، روز پنجشنبه در پيامي به همايش نكوداشت 
استاد حسين لاهوتي در كاشان افزود: تعلق به اين ساحت 
را همچون وجوب امامت در خود فرض بدانيم و جهد كنيم تا 
شكوه اين هديه الهي را هر چه رساتر و زيباتر به مخاطبان 
خود برسانيم. 
در بخش ديگر اين پيام افزوده شده است: زنده ياد استاد 
صفالاهوتي ساقي چيره دستي بود كه از گل كلام عطرناب 
 مي گرفت، وجودي از عشق سرشار داشت و به حق مصداق تخلص 
خود تجسم صفا بود و آن بود كه مي نمود. 
ادامه پيام وي حاكي است: خطوطي كه با گذشت ماه و سال بر 
چهره اش نشسته بود چون خط سومي بود كه به قول شمس تبريزي 
نه خودخواندي و نه غير او و آن خط را رازي شگرف، رازي كه 
آنان را با خداوند و عشق پيوند مي دهد، رازي كه قلندران 
بسيار در دل شبهاي مناجات و استغاثه، به حريم و سراپرده 
آن راه بردند. 
مسجد جامعي در پيام خود تصريح كرده است: شاعران شيعه 
اميرالمومنين علي (ع ) همان درفشي را بر دوش دارند كه 
دليراني همچون سيد حميري، كميت، فرزدق، دعبل، حكيم 
ابوالقاسم فردوسي، سنايي، ناصر خسرو، عطار، حضرت مولانا، 
سعدي و حافظ آن را مردانه و استوار به اهتزاز درآوردند و 
به ديگر سرايندگان همزبان خود سپردند تا به فرجام در كف 
با كفايت شاعران ارجمند معاصر قرار گرفت. 
همايش نكوداشت استاد حسين لاهوتي متخلص به صفا دبير 
فقيد شوراي شعر كشور، روز پنجشنبه با عنوان يادمان صفا 
در سرسراي فرهنگ كاشان آغاز به كار كرد. در اين همايش 
كه به مدت 5 روز برگزار مي شود جمعي از نويسندگان 
شاعران و علاقه مندان به فرهنگ و ادب شركت دارند. 
"
Science and Culture,"
توسط وزارت علوم، تحقيقات و فناوري 
آيين نامه حمايت از پژوهش ها و 
پايان نامه هاي مرتبط با فلسطين تصويب شد 
گروه علمي فرهنگي: وزارت علوم، تحقيقات و آيين فناوري، 
نامه حمايت از پژوهش ها و پايان نامه هاي مرتبط با مساله 
فلسطين را در شش ماده و 9 تبصره تصويب كرد. 
اين آيين نامه در راستاي فراهم آوردن بستري مناسب براي 
گسترش گرايشهاو درسها، رشته هاي مرتبط با نيازها و مسائل 
جهان اسلام در دوره هاي عالي آموزشي و پژوهشي و نيز 
ارتقاي سطح آشنايي علمي دانشگاهيان و دانشجويان دراين 
 خصوص، تهيه شده است. 
مقدمه اين آيين نامه تصريح دارد جايگاه مهم فلسطين در 
جهان اسلام و اهميت بررسي همه جانبه مقوله صهيونيسم در 
جهان امروز ايجاب مي كند كه پژوهشها وآموزشهاي دانشگاهي 
به اين عرصه توجه خاصي مبذول دارد. 
براساس اين آيين نامه براي پايان نامه هاي كارشناسي ارشد 
تا ميليون 7سقف ريال پايان نامه هاي دكتري تخصصي تا سقف 
 ميليون 12 ريال و براي پژوهشهاي مربوط براساس گستردگي 
روش و زمان آن پس از بررسي كميته تخصصي تاسقف 20 ميليون 
ريال كمك هزينه اختصاص مي يابد. 
به گزارش روز چهارشنبه روابط عمومي وزارت علوم، در موارد 
خاص بنا برتشخيص شوراي فلسطين و دانشگاه، اين مبالغ قابل 
افزايش خواهد بود. 
"
Science and Culture,"
از ظهور يك انديشه در مغز 
عكس برداري شد 
با سرعت بسيار زياد، از ظهور يك انديشه در مغز تصوير تهيه 
كنند. 
در اين تحقيقات، از ظهور انديشه در مغز يك فرد كه به صورت 
پيدايش علائم الكتريكي با سرعت 400 كيلومتر در ساعت و در 
مسير سلولهاي مغزي است، تصاويري تهيه شده است. 
تغيير بسيار نامحسوس ولتاژ در نقاط مختلف مغز كه به واسطه 
حركت اين انديشه پديد آمده بود با كمك يك ميكروسكوپ بسيار 
قوي و استفاده از روشي موسوم به كاوش پتانسيومتري ثبت شده 
است. 
به نوشته هفته نامه ساندي تلگراف در اين تصاوير هزار سلول 
عصبي در يك فعاليت هماهنگ به ظهورانديشه مدد مي رسانند. 
در مغز آدمي متجاوز از 100 ميليارد نرون (سلول عصبي ) وجود 
دارد كه اين تعداد با شماره كهكشان هاي موجود در ناحيه 
قابل رويت كيهان قابل مقايسه است. اين تعداد نرون قادرند 
به ميزان كافي براي روشن كردن يك چراغ برق انرژي توليد 
كنند. 
در اين تصاوير، همچنين تاثير الكل بر روي فعاليت مغز نيز 
نشان داده شده و آشكار مي شود كه چگونه اين ماده از سرعت 
انتقال پيام مغزي مي كاهد. 
تاثير موسيقي نيز بر ايجاد تغييرات در نحوه عمل ذهن نيز 
از ديگرنكاتي است كه در اين آزمايشها مورد توجه قرار گرفته 
است. 
"
Science and Culture,"
در سال تحصيلي آينده آئين نامه جديد 
امتحانات دو نوبته در كشور اجرا مي شود 
گروه علمي فرهنگي: معاون شوراي عالي آموزش و پرورش 
كشور گفت: از سال تحصيلي آينده آئين نامه جديد 
امتحانات دو نوبته در مقاطع ابتدايي و راهنمايي 
مدارس كشور، اجرا مي شود. 
حاجي آقالو روز چهارشنبه در كارگاه آموزشي معاونان 
آموزشي ادارات آموزش و پرورش سيستان وبلوچستان گفت: 
اين طرح در سال تحصيلي جاري به صورت آزمايشي در 87 
منطقه آموزشي سراسر كشور اجرا شد. وي گفت: براساس 
ارزشيابي هايي كه توسط پژوهشكده تعليم و تربيت 
آموزش و پرورش به عمل آمده است، در آئين نامه طرح 
 جديد، دانش آموزان از نظر كسب و پايداري معلومات، 
نسبت به طرح قبلي قوي ترند. 
آقالو افزود: بر اساس اين ارزيابيها، شوراي عالي 
آموزش و پرورش اجراي آئين نامه جديد امتحانات 
دونوبتي را درسراسر كشور، درمقاطع ابتدايي و راهنمايي 
اعلام كرده است. 
به گفته وي: با هدف تبيين آئين نامه جديد 
 امتحانات، برگزاري دوره هاي آموزشي ويژه مديران، 
معاونان و كارشناسان از سوي معاونت برنامه ريزي و 
نيروي انساني وزارت آموزش و پرورش پيش بيني شده 
است. 
وي افزود، اعضاي دبيرخانه شوراي آموزش و پرورش 
نيز با حضور در اين دوره ها به تبيين اهداف اين 
طرح خواهند پرداخت. وي اظهار داشت: همچنين در اين 
آئين نامه 50 درصد نمره از ارزشيابي هاي مستمر در 
طول سال تحصيلي و 50 درصد نمره از طريق برگزاري 
امتحانات براي دانش آموزان ثبت خواهد شد. 
"
Science and Culture,"
براي پي بردن به نحوه زندگي مردم در دوره مادها 
شهر مادي در محوطه ازبكي كاوش مي شود 
گروه علمي فرهنگي: براي نخستين بار در تاريخ باستان شناسي ايران، يك شهر مادي كه در 
وسعت يك كيلومتر در يك كيلومتر در محوطه ازبكي شهرستان ساوجبلاغ كشف شده است و تاكنون 
مشابه آن در هيچ يك از محوطه هاي باستاني منسوب به مادها مشاهده نشده كاوش مي شود. 
دكتر يوسف مجيدزاده باستان شناس با اعلام اين خبر گفت: با وجودي كه مطالعه و پژوهش در 
محوطه هاي دوره ماد از جمله گودين تپه، نوشيجان، هگمتانه و.. اطلاعات خوبي از جزئيات 
معماري اين دوره را در اختيار ما نهاده اما تاكنون شواهدي از يك شهر مادي در اين مكانها 
به دست نيامده است. به گفته وي با كاوش در اين منطقه مي توان براي نخستين بار، زندگي 
مردم در دوره ماد را بررسي كرد و به بافت شهري آنان پي برد. 
از اين رو با آغاز پنجمين فصل كاوش در اين محوطه باستاني، هيات باستان شناسي اميدوار 
است با كاوش سطحي و عمقي، علاوه بر لايه نگاري و تاريخ گذاري دقيق اين خطه باستاني، به 
جزئيات بيشتري از بافت معماري و شيوه شهرسازي مادها پي برد. 
علاقه مندان جهت كسب اطلاعات بيشتر درباره محوطه باستاني ازبكي مي توانند به نشاني 
اينترنت com. ozbaki.www مراجعه كنند. 
"
Science and Culture,"
دو راهي هاي اخلاقي 
ترجمه: محسن بهلولي 
دو راهي اخلاقي وضعيتي است كه در آن شخص تنها دو راه پيش روي خود دارد، كه هر يك از 
آن ها به لحاظ اخلاقي مستلزم عملي غيرمجاز است. افلاطون نمونه اي كلاسيك از دو راهي 
اخلاقي ارائه شخصي مي كند اسلحه اي از همسايه اش قرض مي گيرد و قول مي دهد كه آن را در 
صورت تقاضاي همسايه اش به او برگرداند. يك روز همسايه با حالتي عصباني، خواستار 
بازگرداندن سلاحش مي شود و از ظاهر امر پيدا است كه قصد كشتن كسي را دارد. حال آن شخص 
با يك دو راهي اخلاقي مواجه اگر است او بر سر قول و قرارش باقي بماند، پس در قتل 
معاونت خواهد داشت و اگر اسلحه را برنگرداند، خلف وعده كرده بنابراين است يك دو راهي 
 اخلاقي، موقعيتي است كه مستلزم نوعي گزينش ما بين دو نحوه عملكرد متضاد است، در حالي كه 
ملاحظات اخلاقي از يك نحوه عملكرد حمايت مي كنند. 
كمتر كسي در اين كه آيا به واقع ما با اين گزينش هاي اخلاقي مشكل مواجه خواهيم شد شك 
دارد. 
اگر چه سوال مطرح شده توسط فلاسفه اين است كه آيا چنين دوراهي هايي مي توانند به نحو 
سيستماتيك حل شوند يا اين كه راه حل سيستماتيكي براي آن ها در دست نيست. 
مدافعان حل پذيري دوراهي مدعي اند كه تنها يكي از دو نحوه عملكرد مي تواند وظيفه حقيقي 
ما باشد. زيرا براي شخص غيرممكن است كه هر دو نحوه عملكرد را همزمان انجام دهد و لذا 
شخص نمي تواند موظف به انجام هر دوي آن ها باشد. بنابراين اگر مفهوم وظيفه به خوبي درك 
شود مي بايد يك طريق سيستماتيك براي تصميم گيري درباره اين وجود داشته باشد كه كدام يك 
از دو نحوه عملكرد وظيفه حقيقي ما هستند، بنابراين به بيان صريح، دو راهي هاي اخلاقي 
واقعي وجود دارند، زيرا تمام تضادهاي به ظاهر اخلاقي مي توانند به نحو سيستماتيك حل 
 شوند. دبليو. دي. رس در كتاب حق و خير براي اين نگرش استدلالي ارائه مي كند. به نظر رس 
هر يك از وظايف اخلاقي، به ظاهر داراي اعتبار اخلاقي اند تا زماني كه توسط يك وظيفه 
اخلاقي قوي تر كنار گذاشته شوند وظيفه اخلاقي بعدي هم كنار گذاشته خواهد شد و الزام 
طولاني مدت نخواهد داشت. 
 
دسته ديگر كه منتقد حل دو راهي اخلاقي هستند، مدعي اند كه هر كدام از دو انتخاب 
مي تواند پذيرفتني باشد و ممكن است عمل به آن وظيفه ما باشد. تجربه اخلاقي واقعي ما 
نشان دهنده اين است كه بسياري از تضادها ميان گزينش هاي اخلاقي صرفا قابليت حل 
سيستماتيك را ندارند. تصميمات اخلاقي ما اغلب تنها يك نوع شير يا خط انداختن ميان دو 
نحوه عملكرد هستند. بنابراين، به بيان صريح، دو راهي هاي اخلاقي واقعي وجود دارند زيرا 
هر گزينشي مي تواند وظيفه حقيقي شخص باشد ( يعني بستگي به تصميم شخص دارد ).
اينكه شخص معتقد به وجود راه حل سيستماتيك براي دو راهي هايي اخلاقي باشد، استلزام هاي 
مهمي از پي دارد. اول اينكه اگر شخص منكر اين شود كه دوراهي ها مي توانند حل شوند 
(گزينه دوم ) بنابراين مفهوم تكليف مطلق به چالش كشيده زيرا مي شود در هر دو راهي خاص، 
وظيفه مطلق نخواهد بود، زيرا هيچ وظيفه اي پيشيني نيست. به علاوه، به نحو تئوريك، ممكن 
است كه هر وظيفه اي لااقل با يكي از وظايف ديگر در تضاد قرار گيرد. از اين رو هيچ يك از 
وظايف ما مطلق نخواهند بود. اين امر هم چنين، اشاره به نسبيت اخلاقي دارد، زيرا گزينش 
يك عمل مبتني بر ترجيح شخصي خواهد بود و نه بر پايه ملاحظات عيني. ثانيا، اگر يك نفر 
معتقد به ديدگاهي باشد كه براساس آن تضاد وظايف مي تواند به نحو سيستماتيكي حل شود، 
 بنابراين، بايد بتواند نشان دهد كه چگونه چنين راه حلي شدني يعني است يك نظريه اخلاقي 
نرماتيو (هنجاري ) بايد براي اين منظور طرح ريزي شود كه روشن كند يك نحوه از عملكرد به 
نحوه منصفانه اي بر انحاء ديگر ترجيح دارد، طرح ريزي شود. اما اغلب تئوري هاي نرماتيو 
نمي توانند از پس چنين مسئوليتي برآيند. 
يكي از روش هاي معمول حل تضادها ميان وظايف، توسل به يك خير ذاتي برتر يك است چيز 
زماني به نحو ذاتي خوب است كه في نفسه ارزشمند باشد نه اين كه صرفا ابزار يا وسيله اي 
براي اهداف ديگر پول باشد يك خير ابزاري است، زيرا تنها مهياكننده وسيله براي خير 
ديگري مانند خريد يك ماشين اسپورت است موسيقي، از سوي ديگر، يك خير ذاتي است، زيرا 
في نفسه خوب است نه اين كه وسيله اي براي چيز ديگري باشد. فلاسفه اخلاقي به كشف خيرذاتي 
برتر كه نقطه اوج هر چيز ارزشمندي است، مي پردازند. سعادت بشري يك نمونه رايج براي 
خيرذاتي برتر است، زيرا هر كسي در تلاش براي كسب سعادت است و هدف نهايي تمام اعمال ما 
رسيدن به سعادت ديگر است نمونه هاي خيرذاتي برتر، لذت، عقلانيت بشر، اراده خداوند، 
انتخاب آزادانه انسان و رفتار بسيار تكامل يافته است. به نحو تئوريك، اگر ما بتوانيم 
مشخص كنيم كه به عنوان مثال، لذت، خيرذاتي برتر است، بنابراين تضاد ميان وظايف اخلاقي 
با مشخص كردن اين حل مي شود كه نشان دهيم كدام نحوه از عملكرد حداكثر لذت را فراهم 
 مي آورد. به همين ترتيب اگر اراده خداوند به عنوان يك خيرذاتي برتر معين شود، به نحو 
پيشيني نشان خواهد داد كه كدام يك از اعمال حداكثر مطابقت با خواست خداوند را دارند. 
بدين ترتيب با مشخص كردن خير ذاتي برتر، دوراهي هاي اخلاقي توسط چنين مفهوم جالب توجهي 
حل خواهند شد. 
 منبع: دايرالمعارف اينترنتي فلسفه 
"
Science and Culture,"
دبيرستان نظام تاسيس مي شود 
. گروه علمي فرهنگي: شوراي عالي آموزش و پرورش به نيروي 
زميني ارتش جمهوري اسلامي اجازه داد، با رعايت قوانين و 
مقررات وزارت آموزش و پرورش، دبيرستانهاي نظام تاسيس كند. 
به گزارش روابط عمومي وزارت آموزش و پرورش، رشته تحصيلي 
اين دبيرستانها در دوره متوسطه و پيش دانشگاهي، رشته رياضي -
فيزيك است و به صورت شبانه روزي خواهد بود. نيروي زميني 
ارتش جمهوري اسلامي، در كنار برنامه هاي آموزشي و پرورشي 
مصوبوزارت آموزش و پرورش، مي تواند در طول سال تحصيلي 
حداكثرهفته اي شش ساعت و در تابستان هر سال به مدت يك ماه، 
براي دانش آموزان اين دبيرستانها برنامه هاي نظامي اجرا كند. 
"
